step,session_step,wins,stage,stage_kill,stage_boss_kill,boss_damage,boss_real_damage,avg_reward,best_avg_reward,reward,window_reward,death_resets,boss_stall_resets,last_terminal_reason,progress,best_progress,boss_hp_pct,sps,epsilon,loss,replay_size,updates,episode,elapsed_sec,device,player_hp,player_full_hp,accuracy,window_accuracy,hit_power,hurt_power,shot_power,window_hit_power,window_hurt_power,window_shot_power,action,action_label,boss_alive_frames,boss_no_hit_frames,boss_low_hp_no_hit_frames,boss_time_penalty,total_boss_time_penalty
1000,1000,0,0,1,0,0,0,3.0932661159005677,3.0932661159005677,100.32476864578422,3093.2661159005675,2,0,hit_death,0.1/0,0.1/0,0.0,63.74294482549818,0.03,111.40344044092065,1001,67558,2,15.688010692596436,cuda,100,100,0.053506375227686705,0.053506375227686705,1175.0,10.0,21960.0,1175.0,10.0,21960.0,6,left-down,0,0,0,0.0,0.0
2000,2000,0,1,2,0,0,0,25.018444603785586,25.018444603785586,200.23658293239183,25018.444603785585,3,0,hit_death,1.2/0,1.2/0,0.0,91.10668967005391,0.03,130.48540315136825,2002,67808,3,26.69615650177002,cuda,100,100,0.06642402183803457,0.07931818181818182,2920.0,15.0,43960.0,1745.0,5.0,22000.0,4,right-down,0,0,0,0.0,0.0
3000,3000,0,1,0,0,0,0,29.31583183309702,29.31583183309702,0.0,29315.831833097018,6,0,hit_death,1.0/0,1.2/0,0.0,58.527765553592694,0.03,149.2863325595772,3005,68058,6,43.813074350357056,cuda,100,100,0.09777002427184465,0.16051912568306012,6445.0,45.0,65920.0,3525.0,30.0,21960.0,8,stay,0,0,0,0.0,0.0
4000,4000,0,1,2,0,0,0,46.68628037858677,46.68628037858677,0.1929643801184995,46686.28037858677,8,0,hit_death,1.2/0,1.2/0,0.0,59.171234176633476,0.03,153.925194265217,4007,68308,8,60.744688510894775,cuda,100,100,0.1137915339098771,0.16188524590163936,10000.0,60.0,87880.0,3555.0,15.0,21960.0,5,down,0,0,0,0.0,0.0
5000,5000,0,1,2,0,0,0,53.532027584081455,53.532027584081455,0.0,53532.02758408146,9,0,hit_death,1.2/0,1.2/0,0.0,32.56601893558888,0.03,161.52984309504086,5008,68558,9,91.4835422039032,cuda,100,100,0.11985615440640933,0.14412568306010928,13165.0,65.0,109840.0,3165.0,5.0,21960.0,2,right-up,0,0,0,0.0,0.0
6000,6000,0,1,10,0,0,0,80.26479374574754,80.26479374574754,0.0,80264.79374574753,10,0,hit_death,1.10/0,1.10/0,0.0,69.81195729568879,0.03,163.92393950350672,6009,68808,10,105.83873677253723,cuda,100,100,0.1356980273141123,0.21493624772313297,17885.0,75.0,131800.0,4720.0,10.0,21960.0,0,left-up,0,0,0,0.0,0.0
7000,7000,0,2,0,0,20,20,281.33324234438186,281.33324234438186,479.098,281333.24234438187,14,0,hit_death,2.0/0,2.0/0,0.8545,69.7620045612129,0.03,179.64921505669716,7013,69058,14,120.20521664619446,cuda,100,100,0.16596228868660598,0.3472727272727273,25525.0,100.0,153800.0,7640.0,25.0,22000.0,5,down,61,0,0,-0.122,-42.62599999999999
8000,8000,0,3,0,0,15,15,993.1283901494744,993.1283901494744,1445.134,993128.3901494744,17,0,hit_death,3.0/0,3.0/0,0.84225,63.110601407812105,0.03,234.7221998693586,8016,69308,17,136.08241605758667,cuda,100,100,0.26109720009105397,0.9286040145985401,45880.0,125.0,175720.0,20355.0,25.0,21920.0,5,down,133,0,0,-0.266,-330.78999999999985
9000,9000,0,3,1,0,15,15,1006.524779437917,1006.524779437917,843.7489999999999,1006524.779437917,19,0,hit_death,3.1/0,3.1/0,0.438,72.9314355957683,0.03,262.35507553575496,9018,69558,19,149.82592344284058,cuda,100,100,0.33774281667341155,0.9510473588342441,66765.0,145.0,197680.0,20885.0,20.0,21960.0,2,right-up,473,0,0,-0.9460000000000001,-753.3319999999994
10000,10000,0,3,0,0,60,60,1101.1827965746359,1101.1827965746359,1812.94,1101182.796574636,21,0,hit_death,3.0/0,3.1/0,0.658,69.38373233504316,0.03,255.3466884261588,10020,69808,21,164.2705261707306,cuda,100,100,0.40292698470502547,0.9886363636363636,88515.0,155.0,219680.0,21750.0,10.0,22000.0,1,up,280,0,0,-0.56,-1318.5239999999992
11000,11000,0,3,0,0,40,40,1041.0011046642305,1101.1827965746359,1928.7030000000002,1041001.1046642305,23,0,hit_death,3.0/0,3.1/0,0.49325,66.32910015978715,0.03,281.75918740790246,11022,70058,23,179.38086199760437,cuda,100,100,0.4536914418142692,0.9615209471766849,109630.0,165.0,241640.0,21115.0,10.0,21960.0,5,down,411,0,0,-0.8220000000000001,-1801.2659999999987
12000,12000,0,3,0,0,20,20,1109.7679357114466,1109.7679357114466,3576.788,1109767.9357114467,25,0,hit_death,3.0/0,3.1/0,0.352,64.80410446925252,0.03,299.3643783212344,12024,70308,25,194.81298327445984,cuda,100,100,0.4964908952959029,0.9674408014571949,130875.0,175.0,263600.0,21245.0,10.0,21960.0,8,stay,526,0,0,-1.052,-2470.3819999999982
13000,13000,0,3,0,0,95,95,935.3157737186261,1109.7679357114466,527.972,935315.7737186261,29,0,hit_death,3.0/0,3.1/0,0.60825,80.09535583344291,0.03,318.8265545099572,13028,70558,29,207.32977199554443,cuda,100,100,0.5304574751296063,0.9396709323583181,151435.0,195.0,285480.0,20560.0,20.0,21880.0,5,down,314,0,0,-0.628,-2930.523999999997
14000,14000,0,3,0,0,15,15,1016.0999446760928,1109.7679357114466,923.606,1016099.9446760928,32,0,hit_death,3.0/0,3.1/0,0.943,74.58220765008977,0.03,326.14426249438856,14031,70808,32,220.73879528045654,cuda,100,100,0.5596213895394223,0.938752276867031,172050.0,210.0,307440.0,20615.0,15.0,21960.0,1,up,47,0,0,-0.094,-3409.4159999999965
15000,15000,0,4,0,0,0,0,1139.5320378557797,1139.5320378557797,-17153.843269152792,1139532.0378557798,35,0,hit_death,4.0/0,4.0/0,1.0,47.415773295323575,0.03,340.29255161000793,15034,71058,35,241.82982349395752,cuda,100,100,0.585458409228901,0.9471766848816029,192850.0,230.0,329400.0,20800.0,20.0,21960.0,1,up,0,1,0,0.0,-4112.583999999997
16000,16000,0,4,0,0,25,25,1093.9230941079402,1139.5320378557797,1492.8700000000001,1093923.09410794,43,0,hit_death,4.0/0,4.0/0,0.8841666666666667,24.553261953030262,0.03,405.93042430154503,16042,71308,43,282.5896074771881,cuda,100,100,0.598443014915177,0.7935675182481752,210245.0,280.0,351320.0,17395.0,50.0,21920.0,5,down,165,0,0,-0.33,-4230.082000000001
17000,17000,0,4,0,0,15,15,973.935986492396,1139.5320378557797,2137.888,973935.986492396,55,0,hit_death,4.0/0,4.0/0,0.9688333333333333,26.916900139197907,0.03,411.014563451986,17054,71558,55,319.7419879436493,cuda,100,100,0.6086379716981132,0.7729357798165137,227095.0,360.0,373120.0,16850.0,80.0,21800.0,5,down,56,0,0,-0.112,-4329.070000000002
18000,18000,0,4,0,0,40,40,1031.4309154678197,1139.5320378557797,715.4819999999999,1031430.9154678195,65,0,hit_death,4.0/0,4.0/0,0.9626666666666667,27.156758882410344,0.03,440.78990841311065,18064,71808,65,356.5652334690094,cuda,100,100,0.6178227848101265,0.7744515539305301,244040.0,410.0,395000.0,16945.0,50.0,21880.0,5,down,59,0,0,-0.11800000000000001,-4438.728000000004
19000,19000,0,4,0,0,15,15,1055.9742360564037,1139.5320378557797,1081.638,1055974.2360564037,74,0,hit_death,4.0/0,4.0/0,0.9485,26.332978058521977,0.03,546.5343299076835,19073,72058,74,394.540429353714,cuda,100,100,0.6261034350412589,0.7755941499085923,261010.0,455.0,416880.0,16970.0,45.0,21880.0,5,down,81,0,0,-0.162,-4557.498000000006
20000,20000,0,4,0,0,20,20,1087.9121748116129,1139.5320378557797,1417.7786666666666,1087912.1748116128,83,0,hit_death,4.0/0,4.0/0,0.9785,26.31179178169034,0.03,505.0773106528472,20082,72308,83,432.54720425605774,cuda,100,100,0.6343559121159632,0.7915904936014625,278330.0,500.0,438760.0,17320.0,45.0,21880.0,8,stay,44,0,0,-0.088,-4702.130000000007
21000,21000,0,4,0,0,20,20,1056.274118989551,1139.5320378557797,1440.5126666666667,1056274.118989551,92,0,hit_death,4.0/0,4.0/0,0.95,27.55070347993633,0.03,532.6974400008753,21091,72558,92,468.84391808509827,cuda,100,100,0.641217976552323,0.7790750915750916,295345.0,545.0,460600.0,17015.0,45.0,21840.0,5,down,77,0,0,-0.154,-4813.952000000011
22000,22000,0,4,0,0,40,40,1061.5782882816848,1139.5320378557797,1408.2106666666668,1061578.2882816847,101,0,hit_death,4.0/0,4.0/0,0.9898333333333333,26.350502320774474,0.03,552.5996375701848,22100,72808,101,506.7948579788208,cuda,100,100,0.6474653900356462,0.7787408759124088,312415.0,590.0,482520.0,17070.0,45.0,21920.0,5,down,28,0,0,-0.056,-4937.510000000012
23000,23000,0,4,0,0,20,20,1077.2753707856061,1139.5320378557797,1438.3873333333333,1077275.370785606,110,0,hit_death,4.0/0,4.0/0,0.9526666666666667,26.61393791722882,0.03,560.1842767728173,23109,73058,110,544.3701543807983,cuda,100,100,0.6535983346550357,0.7888482632541134,329675.0,635.0,504400.0,17260.0,45.0,21880.0,7,left,73,0,0,-0.146,-5057.974000000016
24000,24000,0,4,0,0,30,30,1124.462155927452,1139.5320378557797,1412.334,1124462.155927452,118,0,hit_death,4.0/0,4.0/0,0.985,24.714561464792943,0.03,552.797959153312,24117,73308,118,584.833131313324,cuda,100,100,0.6597317221462228,0.8008667883211679,347230.0,675.0,526320.0,17555.0,40.0,21920.0,5,down,33,0,0,-0.066,-5198.542000000018
25000,25000,0,4,0,0,5,5,1165.220923079333,1165.220923079333,1.1740000000000002,1165220.923079333,126,0,hit_death,4.0/0,4.0/0,0.9998333333333334,24.79870618551322,0.03,591.9558822476648,25125,73558,126,625.157815694809,cuda,100,100,0.6662105954465849,0.8223443223443223,365190.0,715.0,548160.0,17960.0,40.0,21840.0,8,stay,13,0,0,-0.026000000000000002,-5378.29400000002
26000,26000,0,4,0,0,15,15,1163.4925763221427,1165.220923079333,1411.136,1163492.5763221427,134,0,hit_death,4.0/0,4.0/0,0.987,25.136113967917797,0.03,573.8089990679175,26133,73808,134,664.9722099304199,cuda,100,100,0.6723826398147499,0.8270109689213894,383285.0,755.0,570040.0,18095.0,40.0,21880.0,5,down,32,0,0,-0.064,-5521.656000000021
27000,27000,0,4,0,0,5,5,1244.5276811086806,1244.5276811086806,1433.4660000000001,1244527.6811086806,140,0,hit_death,4.0/0,4.0/0,0.9593333333333334,23.77474664611613,0.03,582.7429405444236,27139,74058,140,707.0336465835571,cuda,100,100,0.6789479018852626,0.8496806569343066,401910.0,790.0,591960.0,18625.0,35.0,21920.0,5,down,67,0,0,-0.134,-5689.740000000021
28000,28000,0,4,0,0,20,20,1283.6982160767652,1283.6982160767652,1434.1286666666667,1283698.2160767652,146,0,hit_death,4.0/0,4.0/0,0.958,23.039234884783887,0.03,605.0955748312521,28145,74308,146,750.468868970871,cuda,100,100,0.6857487293105695,0.8697440585009141,420940.0,820.0,613840.0,19030.0,30.0,21880.0,5,down,69,0,0,-0.138,-5877.648000000021
29000,29000,0,4,0,0,20,20,1157.2740722130097,1283.6982160767652,708.1926666666667,1157274.0722130097,154,0,hit_death,4.0/0,4.0/0,0.9816666666666667,24.44459155724605,0.03,576.7384112481803,29153,74558,154,791.4092190265656,cuda,100,100,0.690433866096149,0.8221153846153846,438895.0,860.0,635680.0,17955.0,40.0,21840.0,5,down,37,0,0,-0.074,-6030.844000000023
30000,30000,0,4,0,0,20,20,1108.1095809231347,1283.6982160767652,1440.4993333333334,1108109.5809231347,163,0,hit_death,4.0/0,4.0/0,0.9491666666666667,26.128336688292954,0.03,624.9096515465635,30162,74808,163,829.6818428039551,cuda,100,100,0.6943506690997567,0.8079379562043796,456605.0,905.0,657600.0,17710.0,45.0,21920.0,5,down,77,0,0,-0.154,-6148.274000000027
31000,31000,0,4,0,0,0,0,1124.2705480625164,1283.6982160767652,1.1940000000000002,1124270.5480625164,172,0,hit_death,4.0/0,4.0/0,1.0,24.35529828066728,0.03,672.9722055491549,31171,75058,172,870.7416710853577,cuda,100,100,0.6981134851963035,0.8107923497267759,474410.0,950.0,679560.0,17805.0,45.0,21960.0,1,up,3,4,0,-0.006,-6286.832000000031
32000,32000,0,4,0,0,35,35,1106.7140510879792,1283.6982160767652,2810.4873333333335,1106714.0510879792,181,0,hit_death,4.0/0,4.0/0,0.993,24.873176011084922,0.03,666.6805856148134,32180,75308,181,910.9466235637665,cuda,100,100,0.7014613629883091,0.8056318681318682,492005.0,995.0,701400.0,17595.0,45.0,21840.0,5,down,23,0,0,-0.046,-6429.384000000035
33000,33000,0,4,0,0,30,30,1020.3679930383996,1283.6982160767652,708.9786666666666,1020367.9930383996,192,0,hit_death,4.0/0,4.0/0,0.9793333333333333,28.519603354932432,0.03,746.9339139680868,1010,74526,192,946.3972523212433,cuda,100,100,0.703906984460543,0.7821624087591241,509150.0,1055.0,723320.0,17145.0,60.0,21920.0,0,left-up,44,0,0,-0.088,-6525.510000000039
34000,34000,0,4,0,0,20,20,1145.9159675836477,1283.6982160767652,734.4086666666667,1145915.9675836477,200,0,hit_death,4.0/0,4.0/0,0.9156666666666666,24.046402914556783,0.03,726.2217379655484,2018,74776,200,987.9845142364502,cuda,100,100,0.707313472893183,0.819926873857404,527090.0,1100.0,745200.0,17940.0,45.0,21880.0,4,right-down,129,0,0,-0.258,-6660.4760000000415
35000,35000,0,4,0,0,5,5,1019.6117561233827,1283.6982160767652,1.1740000000000002,1019611.7561233827,212,0,hit_death,4.0/0,4.0/0,0.9998333333333334,27.587360516503196,0.03,887.4385315961246,3030,75026,212,1024.2329983711243,cuda,100,100,0.7097455417666075,0.7924270072992701,544460.0,1175.0,767120.0,17370.0,75.0,21920.0,8,stay,13,0,0,-0.026000000000000002,-6770.162000000047
36000,36000,0,4,0,0,20,20,995.8748285417885,1283.6982160767652,706.9986666666666,995874.8285417885,224,0,hit_death,4.0/0,4.0/0,0.9846666666666667,28.93289882681322,0.03,793.9816410094328,4042,75276,224,1058.7957293987274,cuda,100,100,0.7118826691004969,0.7872242647058824,561590.0,1240.0,788880.0,17130.0,65.0,21760.0,5,down,34,0,0,-0.068,-6854.6680000000515
37000,37000,0,4,0,0,25,25,999.3627765983475,1283.6982160767652,2822.2046666666665,999362.7765983475,236,0,hit_death,4.0/0,4.0/0,0.986,28.44713489951788,0.03,763.5091531713592,5054,75526,236,1093.9486544132233,cuda,100,100,0.7137500616705313,0.7810786106032906,578680.0,1300.0,810760.0,17090.0,60.0,21880.0,5,down,31,0,0,-0.062,-6941.406000000056
38000,38000,0,4,0,0,65,65,984.283407801703,1283.6982160767652,1434.5346666666665,984283.407801703,248,0,hit_death,4.0/0,4.0/0,0.956,26.29160925431669,0.03,794.3029942344067,6066,75776,248,1131.9836027622223,cuda,100,100,0.7153271521906226,0.7737659963436929,595610.0,1365.0,832640.0,16930.0,65.0,21880.0,1,up,66,0,0,-0.132,-7045.54200000006
39000,39000,0,4,0,0,45,45,982.6708411758375,1283.6982160767652,1490.1913333333332,982670.8411758374,260,0,hit_death,4.0/0,4.0/0,0.8868333333333334,25.207362102885412,0.03,755.5044645778543,7078,76026,260,1171.6555526256561,cuda,100,100,0.71674430036047,0.7708715596330276,612415.0,1425.0,854440.0,16805.0,60.0,21800.0,5,down,171,0,0,-0.342,-7152.598000000066
40000,40000,0,4,0,0,10,10,904.9790799019313,1283.6982160767652,351.364,904979.0799019313,273,0,hit_death,4.0/0,4.0/0,0.9986666666666667,29.136768735915037,0.03,895.9052917180551,1012,74526,273,1206.0690162181854,cuda,100,100,0.7172091855368883,0.7354972375690608,628390.0,1495.0,876160.0,15975.0,70.0,21720.0,5,down,18,0,0,-0.036000000000000004,-7261.09000000007
41000,41000,0,4,0,0,20,20,960.0404797955742,1283.6982160767652,2817.946,960040.4797955742,283,0,hit_death,4.0/0,4.0/0,0.9888333333333333,26.969364893442208,0.03,874.8646341791424,2022,74776,283,1243.1481244564056,cuda,100,100,0.7176447661469934,0.7351190476190477,644445.0,1550.0,898000.0,16055.0,55.0,21840.0,8,stay,27,0,0,-0.054,-7363.510000000074
42000,42000,0,4,0,0,35,35,914.2567186761719,1283.6982160767652,2823.784666666667,914256.7186761718,294,0,hit_death,4.0/0,4.0/0,0.9846666666666667,25.951732459481264,0.03,994.9181959805975,3033,75026,294,1281.6811974048615,cuda,100,100,0.7175527288540987,0.7137614678899082,660005.0,1605.0,919800.0,15560.0,55.0,21800.0,6,left-down,41,0,0,-0.082,-7485.782000000078
43000,43000,0,4,0,0,40,40,1189.2088038714385,1283.6982160767652,2106.1560000000004,1189208.8038714384,300,0,hit_death,4.0/0,4.0/0,0.9945,22.421775818881706,0.03,881.4396398310089,4039,75276,300,1326.2817018032074,cuda,100,100,0.7195663254470543,0.8040602189781022,677630.0,1635.0,941720.0,17625.0,30.0,21920.0,2,right-up,22,0,0,-0.044,-7704.782000000079
44000,44000,0,4,0,0,40,40,1073.3860171376318,1283.6982160767652,2118.328,1073386.0171376318,307,0,hit_death,4.0/0,4.0/0,0.9843333333333333,23.79452856731739,0.03,886.9154189818341,5046,75526,307,1368.30917263031,cuda,100,100,0.720525966208643,0.7619047619047619,694270.0,1670.0,963560.0,16640.0,35.0,21840.0,4,right-down,36,0,0,-0.07200000000000001,-7881.802000000082
45000,45000,0,4,0,0,35,35,1037.6017644067256,1283.6982160767652,4305.986000000001,1037601.7644067255,317,0,hit_death,4.0/0,4.0/0,0.9548333333333333,26.06437670572891,0.03,894.9083823740536,6056,75776,317,1406.6757144927979,cuda,100,100,0.7218134767607063,0.7786172161172161,711275.0,1725.0,985400.0,17005.0,55.0,21840.0,5,down,67,0,0,-0.134,-8006.802000000086
46000,46000,0,4,0,0,40,40,1041.4318407508233,1283.6982160767652,1411.1246666666666,1041431.8407508233,327,0,hit_death,4.0/0,4.0/0,0.9853333333333333,24.89805537367824,0.03,889.9480844621072,7066,76026,327,1446.8394937515259,cuda,100,100,0.7231742186569239,0.7845695970695971,728410.0,1795.0,1007240.0,17135.0,70.0,21840.0,4,right-down,31,0,0,-0.062,-8152.36600000009
47000,47000,0,4,0,0,10,10,990.0707971530117,1283.6982160767652,1783.9193333333333,990070.7971530117,335,0,hit_death,4.0/0,4.0/0,0.9668333333333333,27.278340525300877,0.03,700.2349959013521,1007,74526,335,1483.5971205234528,cuda,100,100,0.723436406748037,0.7355504587155963,744445.0,1835.0,1029040.0,16035.0,40.0,21800.0,6,left-down,57,0,0,-0.114,-8283.920000000096
48000,48000,0,4,0,0,15,15,972.2080812115629,1283.6982160767652,2137.742716049383,972208.0812115629,345,0,hit_death,4.0/0,4.0/0,0.9221666666666667,27.035086723838486,0.03,634.0497824557073,2017,74776,345,1520.5870912075043,cuda,100,100,0.7238334475146533,0.7424726277372263,760720.0,1890.0,1050960.0,16275.0,55.0,21920.0,2,right-up,124,0,0,-0.248,-8386.63600000011
49000,49000,0,4,0,0,30,30,1172.7186801420887,1283.6982160767652,2193.5620000000004,1172718.6801420888,351,0,hit_death,4.0/0,4.0/0,0.9218333333333333,24.254925938984616,0.03,773.8095454064663,3023,75026,351,1561.8158297538757,cuda,100,100,0.7256403325628216,0.812271897810219,778525.0,1920.0,1072880.0,17805.0,30.0,21920.0,5,down,119,0,0,-0.23800000000000002,-8593.998000000118
50000,50000,0,4,0,0,15,15,1009.0673541100545,1283.6982160767652,1819.1413333333333,1009067.3541100544,361,0,hit_death,4.0/0,4.0/0,0.9306666666666666,28.112884151407673,0.03,711.6199420133495,4033,75276,361,1597.3867087364197,cuda,100,100,0.7264825708857059,0.7678571428571429,795295.0,1970.0,1094720.0,16770.0,50.0,21840.0,1,up,106,0,0,-0.212,-8716.010000000131
51000,51000,0,4,0,0,60,60,1058.2428321505088,1283.6982160767652,2126.612222222222,1058242.8321505089,370,0,hit_death,4.0/0,4.0/0,0.8761666666666666,26.056028527307813,0.03,725.9115922213363,5042,75526,370,1635.7665431499481,cuda,100,100,0.7276134775910866,0.7844036697247706,812395.0,2015.0,1116520.0,17100.0,45.0,21800.0,3,right,185,0,0,-0.37,-8856.470000000145
52000,52000,0,4,0,0,20,20,1255.7320094689856,1283.6982160767652,1476.63,1255732.0094689855,375,0,hit_death,4.0/0,4.0/0,0.9038333333333334,23.27841034921517,0.03,732.8518210882834,6047,75776,375,1678.7263069152832,cuda,100,100,0.7299982431482783,0.851691042047532,831030.0,2045.0,1138400.0,18635.0,30.0,21880.0,2,right-up,145,0,0,-0.29,-9085.97200000015
53000,53000,0,4,0,0,0,0,1013.0051831695566,1283.6982160767652,1.1820000000000002,1013005.1831695567,386,0,hit_death,4.0/0,4.0/0,1.0,26.852334605416896,0.03,757.1708881158636,7058,76026,386,1715.9680137634277,cuda,100,100,0.7308129913115432,0.7734375,847860.0,2100.0,1160160.0,16830.0,55.0,21760.0,1,up,9,10,0,-0.018000000000000002,-9212.040000000165
54000,54000,0,4,0,0,55,55,1138.610498788486,1283.6982160767652,1508.4026666666666,1138610.498788486,394,0,hit_death,4.0/0,4.0/0,0.8628333333333333,24.145599594024105,0.03,778.9275836560822,8066,76276,394,1757.383427619934,cuda,100,100,0.7324571051473823,0.819954128440367,865735.0,2145.0,1181960.0,17875.0,45.0,21800.0,3,right,192,0,0,-0.384,-9399.686000000176
55000,55000,0,4,0,0,20,20,1090.3405354219944,1283.6982160767652,1475.9826666666665,1090340.5354219945,403,0,hit_death,4.0/0,4.0/0,0.9055,24.51426221910432,0.03,803.7069439905578,9075,76526,403,1798.1770133972168,cuda,100,100,0.7336019272304369,0.795558608058608,883110.0,2190.0,1203800.0,17375.0,45.0,21840.0,5,down,142,0,0,-0.28400000000000003,-9538.320000000193
56000,56000,0,4,0,0,20,20,888.1297030192551,1283.6982160767652,4315.846,888129.7030192551,416,0,hit_death,4.0/0,4.0/0,0.9515,31.131038545834304,0.03,896.521779513758,1012,74526,416,1830.4333200454712,cuda,100,100,0.7335697032999314,0.731780442804428,898975.0,2260.0,1225480.0,15865.0,70.0,21680.0,5,down,77,0,0,-0.154,-9628.652000000215
