step,session_step,wins,stage,stage_kill,stage_boss_kill,boss_damage,boss_real_damage,avg_reward,best_avg_reward,reward,window_reward,death_resets,boss_stall_resets,last_terminal_reason,progress,best_progress,boss_hp_pct,sps,epsilon,loss,replay_size,updates,episode,elapsed_sec,device,player_hp,player_full_hp,accuracy,window_accuracy,hit_power,hurt_power,shot_power,window_hit_power,window_hurt_power,window_shot_power,action,action_label,boss_alive_frames,boss_no_hit_frames,boss_low_hp_no_hit_frames,boss_time_penalty,total_boss_time_penalty
2200000,122000,0,4,0,0,19025.0,21705.0,187.3617916743828,1506.053892995224,508.0802083333334,187361.7916743828,11750,0,hit_death,4.0/0,4.0/0,0.7373333333333333,22.99878732137498,0.03,410.70444383329243,50000,379861,11750,3108.811839580536,cuda,100,100,0.7360662660507945,0.8663479052823315,1969625.0,2600.0,2675880.0,19025.0,20.0,21960.0,5,down,254,0,0,0.0,-1231.1899999998486
2201000,123000,0,4,0,0,20745.0,23785.0,374.9770643564817,1506.053892995224,589.746875,374977.0643564817,11752,0,hit_death,4.0/0,4.0/0,0.6263333333333333,21.23297048340983,0.03,370.78795003752555,50000,380111,11752,3155.90940618515,cuda,100,100,0.7377533470725162,0.9429545454545455,1990370.0,2610.0,2697880.0,20745.0,10.0,22000.0,8,stay,322,0,0,0.0,-1233.1299999998473
2202000,124000,0,4,0,0,19975.0,22875.0,341.67507612808606,1506.053892995224,167.20937500000002,341675.0761280861,11755,0,hit_death,4.0/0,4.0/0,0.532,21.200428874719027,0.03,440.111448651632,50000,380361,11755,3203.078263282776,cuda,100,100,0.7391409053473734,0.9096083788706739,2010345.0,2630.0,2719840.0,19975.0,20.0,21960.0,5,down,83,0,0,0.0,-1235.9599999998454
2203000,125000,0,4,0,0,19240.0,21900.0,212.210814469136,1506.053892995224,216.3625,212210.814469136,11759,0,hit_death,4.0/0,4.0/0,0.6323333333333333,23.037454026679537,0.03,417.9271638815067,50000,380611,11759,3246.485837697983,cuda,100,100,0.740248964169001,0.8777372262773723,2029585.0,2650.0,2741760.0,19240.0,20.0,21920.0,1,up,144,0,0,0.0,-1239.719999999843
2204000,126000,0,4,0,0,19380.0,22040.0,198.03345843672852,1506.053892995224,432.575,198033.4584367285,11763,0,hit_death,4.0/0,4.0/0,0.6728333333333333,23.66186600096607,0.03,356.33602219565324,50000,380861,11763,3288.7489330768585,cuda,100,100,0.7413793727295095,0.8825136612021858,2048965.0,2675.0,2763720.0,19380.0,25.0,21960.0,5,down,422,0,0,0.0,-1243.4999999998404
2205000,127000,0,4,0,0,18190.0,20610.0,82.39354852623472,1506.053892995224,45.15416666666668,82393.54852623472,11771,0,hit_death,4.0/0,4.0/0,0.5645,24.5670236797756,0.03,421.634770086327,50000,381111,11771,3329.4539046287537,cuda,100,100,0.742096741768262,0.8328754578754579,2067155.0,2715.0,2785560.0,18190.0,40.0,21840.0,5,down,18,0,0,0.0,-1250.9399999998354
2206000,128000,0,4,0,0,19085.0,21645.0,130.701513587963,1506.053892995224,329.675,130701.51358796301,11776,0,hit_death,4.0/0,4.0/0,0.785,23.655066539828905,0.03,392.4079230535842,50000,381361,11776,3371.7291436195374,cuda,100,100,0.7430899868923463,0.86908014571949,2086240.0,2740.0,2807520.0,19085.0,25.0,21960.0,2,right-up,283,0,0,0.0,-1255.6099999998323
2207000,129000,0,4,0,0,18565.0,21105.0,59.7146872916667,1506.053892995224,252.55833333333334,59714.6872916667,11783,0,hit_death,4.0/0,4.0/0,0.7675,23.39759615547677,0.03,400.49663041843957,50000,381611,11783,3414.4695768356323,cuda,100,100,0.7439155851499986,0.8500457875457875,2104805.0,2780.0,2829360.0,18565.0,40.0,21840.0,5,down,97,0,0,0.0,-1262.109999999828
2208000,130000,0,4,0,0,18460.0,20980.0,35.38507785493824,1506.053892995224,-23484.6375,35385.07785493824,11791,0,hit_death,4.0/0,4.0/0,0.8401666666666666,23.852839760240943,0.03,399.8200008925824,50000,381861,11791,3456.3933062553406,cuda,100,100,0.7446708145113774,0.8421532846715328,2123265.0,2820.0,2851280.0,18460.0,40.0,21920.0,4,right-down,0,1,0,0.0,-1268.6199999998237
2209000,131000,0,4,0,0,17695.0,19975.0,46.35055839506173,1506.053892995224,147.915625,46350.55839506173,11799,0,hit_death,4.0/0,4.0/0,0.7176666666666667,26.002178829614426,0.03,440.79790946936544,50000,382111,11799,3494.851621866226,cuda,100,100,0.7451793893661158,0.811697247706422,2140960.0,2860.0,2873080.0,17695.0,40.0,21800.0,1,up,51,0,0,0.0,-1276.9099999998182
2210000,132000,0,4,0,0,20215.0,23115.0,270.2757540663581,1506.053892995224,422.58541666666656,270275.7540663581,11802,0,hit_death,4.0/0,4.0/0,0.6825,21.423933707119318,0.03,407.63366740603414,50000,382361,11802,3541.528390645981,cuda,100,100,0.746509547363767,0.9205373406193078,2161175.0,2875.0,2895040.0,20215.0,15.0,21960.0,1,up,191,0,0,0.0,-1279.6999999998163
2211000,133000,0,4,0,0,20220.0,23080.0,286.64399554783955,1506.053892995224,164.64999999999998,286643.99554783956,11805,0,hit_death,4.0/0,4.0/0,0.6303333333333333,21.539670709625913,0.03,459.14659153403164,50000,382611,11805,3587.9543557167053,cuda,100,100,0.7478213918409324,0.9207650273224044,2181395.0,2890.0,2917000.0,20220.0,15.0,21960.0,5,down,173,0,0,0.0,-1282.5099999998145
2212000,134000,0,4,0,0,19270.0,22010.0,224.5890952777779,1506.053892995224,138.51666666666668,224589.09527777787,11809,0,hit_death,4.0/0,4.0/0,0.627,21.829893572617287,0.03,367.7717656267568,50000,382861,11809,3633.7641019821167,cuda,100,100,0.748790388436726,0.8775045537340619,2200665.0,2910.0,2938960.0,19270.0,20.0,21960.0,2,right-up,129,0,0,0.0,-1286.219999999812
2213000,135000,0,4,0,0,20145.0,23085.0,264.5108055246915,1506.053892995224,146.72708333333333,264510.8055246915,11812,0,hit_death,4.0/0,4.0/0,0.667,21.039188763604155,0.03,334.4793734386543,50000,383111,11812,3681.2954511642456,cuda,100,100,0.750050660614412,0.9190237226277372,2220810.0,2930.0,2960880.0,20145.0,20.0,21920.0,2,right-up,426,0,0,0.0,-1289.04999999981
2214000,136000,0,4,0,0,19310.0,21990.0,237.22050657870375,1506.053892995224,464.49624691358025,237220.50657870376,11816,0,hit_death,4.0/0,4.0/0,0.6451666666666667,22.464114985652046,0.03,385.97441283492276,50000,383361,11816,3725.8118913173676,cuda,100,100,0.7510124715032855,0.8809306569343066,2240120.0,2950.0,2982800.0,19310.0,20.0,21920.0,0,left-up,312,0,0,0.0,-1292.8299999998076
2215000,137000,0,4,0,0,20090.0,22950.0,283.6997052006172,1506.053892995224,331.3666666666667,283699.7052006172,11819,0,hit_death,4.0/0,4.0/0,0.6815,21.09906628206772,0.03,368.42919028530673,50000,383611,11819,3773.2083513736725,cuda,100,100,0.7522098270743753,0.9148451730418944,2260210.0,2965.0,3004760.0,20090.0,15.0,21960.0,5,down,180,0,0,0.0,-1295.6399999998057
2216000,138000,0,4,0,0,19295.0,22115.0,230.54835215277797,1506.053892995224,52.30000000000001,230548.35215277795,11823,0,hit_death,4.0/0,4.0/0,0.6276666666666667,22.39502804474954,0.03,398.96073466259,50000,383861,11823,3817.86212015152,cuda,100,100,0.753137100717618,0.8802463503649635,2279505.0,2985.0,3026680.0,19295.0,20.0,21920.0,5,down,64,0,0,0.0,-1299.3699999998032
2217000,139000,0,4,0,0,20670.0,23650.0,313.01385756172823,1506.053892995224,1.1300000000000001,313013.8575617282,11826,0,hit_death,4.0/0,4.0/0,0.634,21.417455846626428,0.03,454.02310700552704,50000,384111,11826,3864.5530066490173,cuda,100,100,0.7544921669990553,0.9412568306010929,2300175.0,3000.0,3048640.0,20670.0,15.0,21960.0,1,up,7,8,0,-0.07,-1301.5399999998017
2218000,140000,0,4,0,0,18225.0,20745.0,76.28444649691352,1506.053892995224,126.06250000000004,76284.44649691352,11832,0,hit_death,4.0/0,4.0/0,0.8226666666666667,23.61424453696546,0.03,359.42409216407896,50000,384361,11832,3906.9003279209137,cuda,100,100,0.7550512616755468,0.8329524680073126,2318400.0,3030.0,3070520.0,18225.0,30.0,21880.0,5,down,94,0,0,0.0,-1307.7299999997977
2219000,141000,0,4,0,0,19440.0,22140.0,223.8043263117286,1506.053892995224,1.1900000000000002,223804.3263117286,11836,0,hit_death,4.0/0,4.0/0,0.6828333333333333,21.478555342366786,0.03,440.9282232121844,50000,384611,11836,3953.458394050598,cuda,100,100,0.7559757864238411,0.8852459016393442,2337840.0,3050.0,3092480.0,19440.0,20.0,21960.0,5,down,37,0,0,-0.01,-1311.529999999795
2220000,142000,0,4,0,0,20675.0,23635.0,321.1868087885806,1506.053892995224,286.49375,321186.8087885806,11838,0,hit_death,4.0/0,4.0/0,0.6378333333333334,21.23738250905164,0.03,471.53495874499794,50000,384861,11838,4000.5461785793304,cuda,100,100,0.7572838134624523,0.9414845173041895,2358515.0,3060.0,3114440.0,20675.0,10.0,21960.0,1,up,229,0,0,0.0,-1313.4099999997939
2221000,143000,0,4,0,0,18540.0,21100.0,135.41965127314822,1506.053892995224,226.775,135419.65127314822,11843,0,hit_death,4.0/0,4.0/0,0.7681666666666667,23.318232656775923,0.03,367.7115882871837,50000,385111,11843,4043.432075023651,cuda,100,100,0.7579024729304034,0.8458029197080292,2377055.0,3085.0,3136360.0,18540.0,25.0,21920.0,8,stay,157,0,0,0.0,-1318.1499999997907
2222000,144000,0,4,0,0,19080.0,21780.0,141.24338162808633,1506.053892995224,486.95625000000007,141243.38162808632,11848,0,hit_death,4.0/0,4.0/0,0.7695,22.395155154552693,0.03,330.3913536252819,50000,385361,11848,4088.084589958191,cuda,100,100,0.7586835239434122,0.8704379562043796,2396135.0,3110.0,3158280.0,19080.0,25.0,21920.0,1,up,175,0,0,0.0,-1322.8399999997876
2223000,145000,0,4,0,0,19180.0,21920.0,203.39436745370418,1506.053892995224,202.53749999999994,203394.36745370418,11852,0,hit_death,4.0/0,4.0/0,0.766,22.44416673034929,0.03,378.32417980814387,50000,385611,11852,4132.639596700668,cuda,100,100,0.7594852524998428,0.875,2415315.0,3130.0,3180200.0,19180.0,20.0,21920.0,1,up,60,0,0,0.0,-1326.609999999785
2224000,146000,0,4,0,0,20300.0,23200.0,236.85238575617296,1506.053892995224,772.1916666666666,236852.38575617297,11855,0,hit_death,4.0/0,4.0/0,0.7628333333333334,21.082883797968794,0.03,360.6605993070416,50000,385861,11855,4180.071438074112,cuda,100,100,0.7606257729254369,0.926094890510949,2435615.0,3145.0,3202120.0,20300.0,15.0,21920.0,3,right,231,0,0,0.0,-1329.4099999997832
2225000,147000,0,4,0,0,18635.0,21215.0,133.99727375000032,1506.053892995224,1.1500000000000001,133997.2737500003,11861,0,hit_death,4.0/0,4.0/0,0.7348333333333333,22.77675813225418,0.03,438.7550697478757,50000,386111,11861,4223.975842475891,cuda,100,100,0.7612343519311174,0.8501368613138686,2454250.0,3175.0,3224040.0,18635.0,30.0,21920.0,1,up,5,6,0,-0.05,-1334.2699999997799
2226000,148000,0,4,0,0,18800.0,21400.0,185.38826002314812,1506.053892995224,170.57812499999994,185388.26002314812,11865,0,hit_death,4.0/0,4.0/0,0.6863333333333334,22.80000839744877,0.03,396.3194845148096,50000,386361,11865,4267.8364770412445,cuda,100,100,0.7618855438760798,0.8576642335766423,2473050.0,3195.0,3245960.0,18800.0,20.0,21920.0,5,down,84,0,0,0.0,-1338.769999999777
2227000,149000,0,4,0,0,19925.0,22745.0,214.66892583796326,1506.053892995224,191.30833333333328,214668.92583796327,11869,0,hit_death,4.0/0,4.0/0,0.7148333333333333,22.252257940449624,0.03,426.88439203190615,50000,386611,11869,4312.776735067368,cuda,100,100,0.7628722596912983,0.9089872262773723,2492975.0,3215.0,3267880.0,19925.0,20.0,21920.0,7,left,39,0,0,0.0,-1342.5499999997744
2228000,150000,0,4,0,0,19790.0,22510.0,195.27143138117285,1506.053892995224,565.7718750000001,195271.43138117285,11873,0,hit_death,4.0/0,4.0/0,0.707,23.689896807194845,0.03,377.6901471448483,50000,386861,11873,4354.989829778671,cuda,100,100,0.763804790564776,0.9028284671532847,2512765.0,3235.0,3289800.0,19790.0,20.0,21920.0,5,down,170,0,0,0.0,-1346.3299999997719
2229000,151000,0,4,0,0,18910.0,21550.0,170.5081618441359,1506.053892995224,134.9,170508.1618441359,11878,0,hit_death,4.0/0,4.0/0,0.683,22.560340799325402,0.03,373.7465816801785,50000,387111,11878,4399.315401315689,cuda,100,100,0.7644592538016499,0.8626824817518248,2531675.0,3260.0,3311720.0,18910.0,25.0,21920.0,5,down,22,0,0,0.0,-1351.0099999997688
2230000,152000,0,4,0,0,18940.0,21560.0,167.50333206018524,1506.053892995224,138.51666666666668,167503.33206018523,11882,0,hit_death,4.0/0,4.0/0,0.7695,22.205461625631266,0.03,381.7925839748065,50000,387361,11882,4444.349367141724,cuda,100,100,0.7651141095019258,0.8640510948905109,2550615.0,3280.0,3333640.0,18940.0,20.0,21920.0,1,up,130,0,0,0.0,-1354.8199999997662
2231000,153000,0,4,0,0,18925.0,21525.0,147.4794117361112,1506.053892995224,119.32500000000003,147479.4117361112,11887,0,hit_death,4.0/0,4.0/0,0.7376666666666667,22.81360871391886,0.03,363.70858520373037,50000,387611,11887,4488.182853221893,cuda,100,100,0.7657468113005126,0.8617941712204007,2569540.0,3305.0,3355600.0,18925.0,25.0,21960.0,5,down,77,0,0,0.0,-1359.519999999763
2232000,154000,0,4,0,0,18225.0,20685.0,114.59225003858023,1506.053892995224,287.8791666666666,114592.25003858023,11892,0,hit_death,4.0/0,4.0/0,0.8365,23.62382680351212,0.03,440.3133308761951,50000,387861,11892,4530.512997627258,cuda,100,100,0.7661640355759779,0.8299180327868853,2587765.0,3330.0,3377560.0,18225.0,25.0,21960.0,1,up,144,0,0,0.0,-1364.22999999976
2233000,155000,0,4,0,0,19040.0,21660.0,131.04366918209888,1506.053892995224,176.79791666666668,131043.66918209889,11897,0,hit_death,4.0/0,4.0/0,0.8383333333333334,23.077100114656925,0.03,353.78749651079414,50000,388111,11897,4573.8459985256195,cuda,100,100,0.7668336549549337,0.870201096892139,2606805.0,3355.0,3399440.0,19040.0,25.0,21880.0,2,right-up,198,0,0,0.0,-1368.8599999997568
2234000,156000,0,4,0,0,20250.0,23130.0,290.6192724151231,1506.053892995224,158.72916666666663,290619.27241512307,11900,0,hit_death,4.0/0,4.0/0,0.6275,20.439951368527343,0.03,399.3138832889313,50000,388361,11900,4622.770796537399,cuda,100,100,0.7678214436026936,0.9204545454545454,2627055.0,3370.0,3421440.0,20250.0,15.0,22000.0,4,right-down,166,0,0,0.0,-1371.679999999755
2235000,157000,0,4,0,0,19270.0,21970.0,175.8927342592593,1506.053892995224,213.7666666666666,175892.7342592593,11905,0,hit_death,4.0/0,4.0/0,0.7058333333333333,22.277206096316313,0.03,378.98780173828385,50000,388611,11905,4667.660729408264,cuda,100,100,0.7685387939546716,0.8807129798903108,2646325.0,3395.0,3443320.0,19270.0,25.0,21880.0,5,down,53,0,0,0.0,-1376.3699999997518
2236000,158000,0,4,0,0,19605.0,22425.0,204.4347739043212,1506.053892995224,223.96041666666667,204434.7739043212,11909,0,hit_death,4.0/0,4.0/0,0.7125,21.768451697033516,0.03,385.4792142807624,50000,388861,11909,4713.599768638611,cuda,100,100,0.7693259996306214,0.89275956284153,2665930.0,3415.0,3465280.0,19605.0,20.0,21960.0,1,up,291,0,0,0.0,-1380.1799999997493
2237000,159000,0,4,0,0,18925.0,21525.0,134.05624718364203,1506.053892995224,179.61249999999998,134056.24718364203,11915,0,hit_death,4.0/0,4.0/0,0.7383333333333333,22.855024510754838,0.03,357.31036147374874,50000,389111,11915,4757.353823661804,cuda,100,100,0.7699259569391711,0.8649451553930531,2684855.0,3445.0,3487160.0,18925.0,30.0,21880.0,5,down,80,0,0,0.0,-1385.7599999997456
2238000,160000,0,4,0,0,20055.0,22835.0,253.7514622145058,1506.053892995224,875.1864583333335,253751.4622145058,11918,0,hit_death,4.0/0,4.0/0,0.715,20.838909101265006,0.03,394.13830942752276,50000,389361,11918,4805.340980529785,cuda,100,100,0.7708228843698705,0.9132513661202186,2704910.0,3460.0,3509120.0,20055.0,15.0,21960.0,5,down,344,0,0,0.0,-1388.6199999997436
2239000,161000,0,4,0,0,19360.0,22080.0,176.6900655555558,1506.053892995224,99.92916666666666,176690.0655555558,11923,0,hit_death,4.0/0,4.0/0,0.6991666666666667,21.946794622240393,0.03,437.79402261710277,50000,389611,11923,4850.906719684601,cuda,100,100,0.7715205718428565,0.8832116788321168,2724270.0,3485.0,3531040.0,19360.0,25.0,21920.0,8,stay,38,0,0,0.0,-1393.2899999997405
2240000,162000,0,4,0,0,19740.0,22520.0,212.09015898919787,1506.053892995224,209.47916666666669,212090.15898919787,11927,0,hit_death,4.0/0,4.0/0,0.713,21.066602742147506,0.03,425.1827782482254,50000,389861,11927,4898.375218153,cuda,100,100,0.7723079088094568,0.8989071038251366,2744010.0,3505.0,3553000.0,19740.0,20.0,21960.0,5,down,51,0,0,0.0,-1397.039999999738
2241000,163000,0,4,0,0,18735.0,21335.0,103.71779997685178,1506.053892995224,214.52500000000003,103717.79997685178,11933,0,hit_death,4.0/0,4.0/0,0.7795,23.06927846826165,0.03,368.16210388734766,50000,390111,11933,4941.722911119461,cuda,100,100,0.7728130979154778,0.8546989051094891,2762745.0,3535.0,3574920.0,18735.0,30.0,21920.0,1,up,142,0,0,0.0,-1402.6699999997343
2242000,164000,0,4,0,0,20290.0,23090.0,258.08008949074093,1506.053892995224,623.4343749999999,258080.0894907409,11936,0,hit_death,4.0/0,4.0/0,0.7358333333333333,20.81837772344479,0.03,430.2173204316153,50000,390361,11936,4989.75839304924,cuda,100,100,0.7737358488467784,0.9239526411657559,2783035.0,3550.0,3596880.0,20290.0,15.0,21960.0,8,stay,347,0,0,0.0,-1405.5199999997324
2243000,165000,0,4,0,0,18500.0,21000.0,92.56591079475301,1506.053892995224,320.3562500000001,92565.91079475301,11943,0,hit_death,4.0/0,4.0/0,0.6818333333333333,21.795445035380606,0.03,401.30921851367077,50000,390611,11943,5035.639539241791,cuda,100,100,0.7741698813958372,0.8455210237659964,2801535.0,3585.0,3618760.0,18500.0,35.0,21880.0,5,down,55,0,0,0.0,-1412.039999999728
2244000,166000,0,4,0,0,19485.0,22265.0,209.7008357253087,1506.053892995224,223.2677083333333,209700.83572530872,11947,0,hit_death,4.0/0,4.0/0,0.6845,21.445089663300244,0.03,426.1359277136894,50000,390861,11947,5082.2702605724335,cuda,100,100,0.7748522270320156,0.8872950819672131,2821020.0,3605.0,3640720.0,19485.0,20.0,21960.0,5,down,20,0,0,0.0,-1415.7899999997255
2245000,167000,0,4,0,0,19735.0,22535.0,239.12662885030872,1506.053892995224,396.0875,239126.6288503087,11950,0,hit_death,4.0/0,4.0/0,0.6735,21.172911012868433,0.03,431.07030487239996,50000,391111,11950,5129.501426696777,cuda,100,100,0.7756031168774435,0.9003193430656934,2840755.0,3620.0,3662640.0,19735.0,15.0,21920.0,5,down,245,0,0,0.0,-1418.7099999997235
2246000,168000,0,4,0,0,18890.0,21390.0,106.11503083333345,1506.053892995224,316.025,106115.03083333345,11956,0,hit_death,4.0/0,4.0/0,0.7925,22.345327255191332,0.03,395.1986015543911,50000,391361,11956,5174.253512382507,cuda,100,100,0.7761241627131892,0.863345521023766,2859645.0,3650.0,3684520.0,18890.0,30.0,21880.0,5,down,22,0,0,0.0,-1424.2899999997198
2247000,169000,0,4,0,0,19165.0,21765.0,151.18722593364188,1506.053892995224,270.04649691358026,151187.2259336419,11961,0,hit_death,4.0/0,4.0/0,0.7025,21.848733428677686,0.03,356.3276046141852,50000,391611,11961,5220.022755861282,cuda,100,100,0.776696488312361,0.8727231329690346,2878810.0,3675.0,3706480.0,19165.0,25.0,21960.0,5,down,380,0,0,0.0,-1428.9699999997167
2248000,170000,0,4,0,0,19960.0,22820.0,303.24833076080233,1506.053892995224,286.6541666666666,303248.3307608023,11964,0,hit_death,4.0/0,4.0/0,0.5848333333333333,20.337833972464296,0.03,412.0340586824527,50000,391861,11964,5269.192200422287,cuda,100,100,0.7774752979798522,0.9089253187613844,2898770.0,3690.0,3728440.0,19960.0,15.0,21960.0,1,up,143,0,0,0.0,-1431.8199999997148
2249000,171000,0,4,0,0,20000.0,22860.0,257.1644137997221,1506.053892995224,1.1800000000000002,257164.41379972213,11969,0,hit_death,4.0/0,4.0/0,0.5398333333333334,21.18523912863214,0.03,344.9211772979467,50000,392111,11969,5316.394877433777,cuda,100,100,0.7782639533271473,0.9124087591240876,2918770.0,3715.0,3750360.0,20000.0,25.0,21920.0,1,up,2,3,0,-0.02,-1435.5999999997123
2250000,172000,0,4,0,0,18395.0,20855.0,112.51170844907415,1506.053892995224,179.45937500000002,112511.70844907415,11974,0,hit_death,4.0/0,4.0/0,0.8336666666666667,23.03020284431821,0.03,382.43248787212065,50000,392361,11974,5359.817118883133,cuda,100,100,0.7786097149764601,0.8376593806921676,2937165.0,3740.0,3772320.0,18395.0,25.0,21960.0,0,left-up,80,0,0,0.0,-1441.1799999997086
2251000,173000,0,4,0,0,20465.0,23425.0,317.8074610108021,1506.053892995224,845.8885416666667,317807.46101080213,11976,0,hit_death,4.0/0,4.0/0,0.6833333333333333,19.68586370331628,0.03,399.61165791744344,50000,392611,11976,5410.6149916648865,cuda,100,100,0.7794970323750487,0.9319216757741348,2957630.0,3750.0,3794280.0,20465.0,10.0,21960.0,8,stay,331,0,0,0.0,-1443.1099999997073
2252000,174000,0,4,0,0,19235.0,21835.0,174.55330820370386,1506.053892995224,563.9125,174553.30820370387,11981,0,hit_death,4.0/0,4.0/0,0.6833333333333333,21.789233773387156,0.03,374.5191232312063,50000,392861,11981,5456.510216712952,cuda,100,100,0.7800600073371416,0.8775091240875912,2976865.0,3775.0,3816200.0,19235.0,25.0,21920.0,1,up,408,0,0,0.0,-1447.839999999704
2253000,175000,0,4,0,0,19790.0,22610.0,225.5722075925929,1506.053892995224,498.9583333333334,225572.2075925929,11985,0,hit_death,4.0/0,4.0/0,0.627,21.249980811047,0.03,365.72182582510715,50000,393111,11985,5503.570082187653,cuda,100,100,0.7807611538982627,0.9028284671532847,2996655.0,3795.0,3838120.0,19790.0,20.0,21920.0,1,up,138,0,0,0.0,-1451.5799999997016
2254000,176000,0,4,0,0,18070.0,20490.0,20.90999083333332,1506.053892995224,263.17499999999995,20909.990833333322,11993,0,hit_death,4.0/0,4.0/0,0.8405,23.449705383411096,0.03,437.9316137619356,50000,393361,11993,5546.215541124344,cuda,100,100,0.7810168393782383,0.8258683729433273,3014725.0,3845.0,3860000.0,18070.0,50.0,21880.0,8,stay,112,0,0,0.0,-1459.0499999996966
2255000,177000,0,4,0,0,18450.0,20870.0,67.70127541666669,1506.053892995224,209.56666666666666,67701.27541666669,12000,0,hit_death,4.0/0,4.0/0,0.8011666666666667,22.157125050393372,0.03,378.51188580323793,50000,393611,12000,5591.34775018692,cuda,100,100,0.7813755847742307,0.8447802197802198,3033175.0,3880.0,3881840.0,18450.0,35.0,21840.0,8,stay,259,0,0,0.0,-1465.5199999996923
2256000,178000,0,4,0,0,18355.0,20915.0,123.55666995370363,1506.053892995224,316.73958333333326,123556.66995370363,12006,0,hit_death,4.0/0,4.0/0,0.705,21.801335626420887,0.03,420.8882237039522,50000,393861,12006,5637.216499567032,cuda,100,100,0.7816979701413012,0.8388939670932358,3051530.0,3910.0,3903720.0,18355.0,30.0,21880.0,8,stay,22,0,0,0.0,-1471.1399999996886
2257000,179000,0,4,0,0,20420.0,23420.0,425.08321821141976,1506.053892995224,272.3625,425083.21821141976,12008,0,hit_death,4.0/0,4.0/0,0.43083333333333335,19.55420629397099,0.03,408.30377778921616,50000,394111,12008,5688.35639166832,cuda,100,100,0.7825268488516639,0.9298724954462659,3071950.0,3920.0,3925680.0,20420.0,10.0,21960.0,1,up,126,0,0,0.0,-1473.0499999996873
2258000,180000,0,4,0,0,18950.0,21550.0,133.6131162500001,1506.053892995224,1074.16875,133613.1162500001,12013,0,hit_death,4.0/0,4.0/0,0.7918333333333333,21.27695548327743,0.03,417.0067648629904,50000,394361,12013,5735.3565974235535,cuda,100,100,0.782974131379761,0.8629326047358834,3090900.0,3945.0,3947640.0,18950.0,25.0,21960.0,5,down,266,0,0,0.0,-1477.7299999996842
2259000,181000,0,4,0,0,20060.0,22960.0,293.80628442129597,1506.053892995224,694.8927083333335,293806.284421296,12016,0,hit_death,4.0/0,4.0/0,0.6891666666666667,19.917652223383747,0.03,393.8806838334443,50000,394611,12016,5785.564316987991,cuda,100,100,0.7836960902861749,0.9134790528233151,3110960.0,3960.0,3969600.0,20060.0,15.0,21960.0,5,down,400,0,0,0.0,-1480.5899999996823
2260000,182000,0,4,0,0,19950.0,22790.0,269.88663835648146,1506.053892995224,326.371875,269886.63835648145,12020,0,hit_death,4.0/0,4.0/0,0.6298333333333334,21.186422249513605,0.03,409.71361093746515,50000,394861,12020,5832.764358043671,cuda,100,100,0.7843904076642482,0.9101277372262774,3130910.0,3980.0,3991520.0,19950.0,20.0,21920.0,7,left,109,0,0,0.0,-1484.3399999996798
2261000,183000,0,4,0,0,18995.0,21595.0,122.55062173611095,1506.053892995224,178.85416666666663,122550.62173611096,12027,0,hit_death,4.0/0,4.0/0,0.6891666666666667,21.547475841194306,0.03,404.4749275088381,50000,395111,12027,5879.174506187439,cuda,100,100,0.7848548348515957,0.8697344322344323,3149905.0,4015.0,4013360.0,18995.0,35.0,21840.0,5,down,20,0,0,0.0,-1490.8499999996754
2262000,184000,0,4,0,0,19940.0,22760.0,239.7319312499998,1506.053892995224,575.4552083333333,239731.9312499998,12031,0,hit_death,4.0/0,4.0/0,0.6293333333333333,20.96769968511737,0.03,382.3751267382175,50000,395361,12031,5926.866909980774,cuda,100,100,0.7855328502607006,0.9096715328467153,3169845.0,4035.0,4035280.0,19940.0,20.0,21920.0,6,left-down,304,0,0,0.0,-1494.629999999673
2263000,185000,0,4,0,0,19615.0,22415.0,181.27759231481514,1506.053892995224,1.1900000000000002,181277.59231481515,12036,0,hit_death,4.0/0,4.0/0,0.6851666666666667,20.82411556091685,0.03,361.7986067538075,50000,395611,12036,5974.888157129288,cuda,100,100,0.7861234348811988,0.894844890510949,3189460.0,4060.0,4057200.0,19615.0,25.0,21920.0,3,right,259,0,0,-0.01,-1499.3599999996698
2264000,186000,0,4,0,0,18935.0,21535.0,101.06535278549376,1506.053892995224,232.55000000000004,101065.35278549376,12042,0,hit_death,4.0/0,4.0/0,0.7941666666666667,21.758413909368883,0.03,382.1644882850271,50000,395861,12042,6020.84738945961,cuda,100,100,0.7865486825460644,0.8654021937842779,3208395.0,4095.0,4079080.0,18935.0,35.0,21880.0,5,down,71,0,0,0.0,-1504.949999999666
2265000,187000,0,4,0,0,18760.0,21300.0,158.94455506172812,1506.053892995224,443.1625,158944.5550617281,12047,0,hit_death,4.0/0,4.0/0,0.6858333333333333,21.750681391574734,0.03,442.4554248679514,50000,396111,12047,6066.8239569664,cuda,100,100,0.786911368823518,0.8542805100182149,3227155.0,4120.0,4101040.0,18760.0,25.0,21960.0,1,up,150,0,0,0.0,-1509.609999999663
2266000,188000,0,4,0,0,20390.0,23290.0,281.166721674383,1506.053892995224,1.08,281166.721674383,12051,0,hit_death,4.0/0,4.0/0,0.5705,20.620704997942724,0.03,419.6683836434461,50000,396361,12051,6115.318904161453,cuda,100,100,0.7876731765527679,0.9302007299270073,3247545.0,4140.0,4122960.0,20390.0,20.0,21920.0,8,stay,12,13,0,-0.12,-1513.2299999996603
